title,link
Dell AMD Radeon RX 640 4GB GDDR5 - SFF Video Graphics Card - 06044M,https://www.ebay.ca/itm/335329820396?hash=item4e1336feec:g:kg8AAOSwBg1mHvr3&itmprp=enc%3AAQAJAAAA4BuWHk1jQmenw40dc9A0Y7V7i5dmx5q1Wo%2Fv4SmCgKLpZv%2BSZz%2ByFXfFxoh5tKb9gSWfSSAemE1InHbsLdP7BqBpo1tlwv1isz57Rns%2BatDyez80SOvsEWbyqbpho76kM%2BxEzyyBFA9xjCzGWqHzL76waUyHiWM0qO5afZrcwQyT%2FtFCiHU46yZf6O31g%2FDzuPZ%2FWlbDkFGoM3zUvTpIVteFYYrUXICCsZ3Dlai%2B4Jg%2BUnGtktafwMk8rd0RcOMH%2BFeBDY3a4Hlgi3dNHZm8EJpdtB8FPAnW2%2Fa4hQF2HYdo%7Ctkp%3ABFBMtsfcr_1j
EVGA GeForce GTX 1060 SC | 3GB GDDR5 Graphics Card | Working!,https://www.ebay.ca/itm/196418039328?hash=item2dbb6d6e20:g:wFoAAOSwFuZmUhIZ&itmprp=enc%3AAQAJAAAA4OJ2zaGdn%2FwAeb4HtM%2BPBxs0yFGfiCXpyhcAxaeSDX1ATg%2FOZR7y%2BDgVRtCgUdK8q%2BrQ6wglYY%2BrMCgsoI0mZmoDsdVjAIxJPyt3876NgyRf8EMISDeFKCpVDdzInwKrpbS7XgEx0wITkj%2FLH9AuheNkXdIfQLC9P34vJ1wxOsNcrs9rJgkoHm60dkbts7H2%2Bmd1yeyb5ZOD24HdZtytDRUJrts5ke1yyen8dsTfeNfuTLPws7xEihlin63SLNxvThg18qLmhzCirhZ5Xg6qQPdpZdKhaX8QBVaDg4noyjQz%7Ctkp%3ABFBMtsfcr_1j
Gigabyte RTX 3080 10GB Turbo GPU NVIDIA GDDR6X PCIe 4.0 x16 Graphics Card,https://www.ebay.ca/itm/135088509123?hash=item1f73e710c3:g:HQEAAOSw0zhmU0qc&itmprp=enc%3AAQAJAAAA4NYX3TE4bI17ssAv%2BnoMu6MOGBPjjXqlDL0%2Bjgw2fY2%2BkKg8kWdFoBg3tGVJc10c%2Fe5jeOfKWxDzPp0O2H6gAYLV5xiw0Vqyavtp5lerD%2Bpc4g0%2FCemZnLYYTIR9%2Fwbt0SYc7hnTZcGr8AUBN%2F5j9URn2zyodJtJMRCPvwuOPnEGBY6bAUXkVv1Oj%2FClMUjAKu1x2ls--vo3CuLnp0C43yi%2BsLHWc0KN9TD74BPDh1q3Ix%2Fi6jFk1kzmKvBPrC8Ijgky9hHWyNxIef2o8yJ2CVvWZNggjeb%2BZXgSyZwgYe1r%7Ctkp%3ABk9SR7bH3K_9Yw
New ListingIntel Arc A750 Limited Edition 8GB GDDR6 Graphics Card,https://www.ebay.ca/itm/204819228882?hash=item2fb02d68d2:g:b0gAAOSwuydmYPho&itmprp=enc%3AAQAJAAAA4Bq96vTUbPvSnTv5IvtdUca0ltV9RS33R5A%2Bq8p3Pl6k2C2ZElGlHX%2BlWJfHq4dGzIERTYzBSeBpqZH%2Br6%2FOcAqvaV7BPiXVZ1F9ySVdO8KS%2BbSo27mCMpwGu6KOTA4VEB11x7icMWHu0lTQ7PyvgJd6jpMs%2F2N94Bps%2Ff%2FoX5dqOrfMo9pc7aQHQyNGcsTi0xL4vdqG1cuHCdwt8VXkpkHsaktwGf6xw%2ByTTrfM2sIwnzs5I303dOFOvcYKX%2FvHpaJp1wOhdKlpgDKsiqIqTeE7TjvY%2BKmNHewn%2B79LJ9N%2B%7Ctkp%3ABk9SR7bH3K_9Yw
"New ListingEVGA NVidia e-GeForce 7600GT 256MB DDR3 PCIe Graphics Card, Blown Capacitors",https://www.ebay.ca/itm/204819125986?hash=item2fb02bd6e2:g:tAoAAOSw4KtmYN3D&itmprp=enc%3AAQAJAAAA4LBqjvaa8s6oegVyN8JvZeHQDNbAbGU14pTGFpuUG2P8UVx3aNjchC99zHsGue9kQqRX8lZ12cgeLBCz2ZFpZhlgnIyXQPd7jO7Hb9Qzd8wJDuBATiyxkwNUbXULMUnbmP9bir0iKOAk%2BK3aPmd%2Bm89eTQZ%2B9QU6RKG1xxeUjmWuxmcqs5%2BqG2aW5zHcHvIVCXUuGyXF0i%2BtJqr6a6kC0FWjScI7w%2BkuuPj%2BH1PLBA17ZaBm3iDvrWsEUeezS%2BzV5X2%2Bn3dtbQeJ8btN8yyGkDwfLsGbx%2Bh%2FhbRP7FXk5Z0n%7Ctkp%3ABk9SR7bH3K_9Yw
New ListingZotac Gaming GeForce RTX 3080Ti AMP Holo (HoloBlack) Graphics Card,https://www.ebay.ca/itm/126515704076?hash=item1d74ec710c:g:g2oAAOSwFn1mYHwD&itmprp=enc%3AAQAJAAAAwCiCuxVI450HhTVgDAeAp5XDkh406f1f%2BXEuMjFmAczbbQiSnwscIa6vnPYGdk4OYutJSDnBLkRG2SY7nk2TcAEpIQc%2B1G5--2FZgOdxjPYn40Wk61bnD1rEuEBz1DN1eN9BGfwO4%2F3OJJj%2BjRHbCBIiAT3x1%2FWwCsnzeOP5x3WuMUdt%2B5YvoQgDYn4mo1Hzn5accyhUZkWztin5ZMAiTON0LhXbtqRq%2FZy3XD9oJV5FPaV%2Bx4Crxp%2FTRArUTDGw8A%3D%3D%7Ctkp%3ABk9SR7bH3K_9Yw
New ListingASUS TUF Gaming NVIDIA GeForce RTX 4070 Ti Gaming Graphics Card 12GB,https://www.ebay.ca/itm/176410966469?hash=item2912e9b9c5:g:~6YAAOSw3lRmYNPp&itmprp=enc%3AAQAJAAAAwHHG60vFZcu%2B47okmEmFg4pCljNXVLk04RvhNgQ6XyvD7bx3drMFzYYzO4ZffkyW0wQv8HwY6Y8KHMSFth0PTXtWTQcbDBKuqLYmnhMrJh%2B4M%2B1PU9QgdRFPfzYMraXuUvNg5K2k3co0Dpnd2B%2B3QXKy9alRWELPZQ7Q8omIPmSmm1Kce1k3kGZPl%2B%2FbPzTQMScK%2BEKWeRhUUAU4NKPuWH8FClcjUWiK%2BcSvTgZSof4Mdu5Q21MDAC7Iw6Wa0mQ9ag%3D%3D%7Ctkp%3ABk9SR7bH3K_9Yw
Graphics Card Gpu Gtx Rx Joblot ,https://www.ebay.ca/itm/226173672467?hash=item34a9005c13:g:evsAAOSweKFmUMJO&itmprp=enc%3AAQAJAAAAwAVuofAsEvMz4LwMeBdbZDsCn3%2FkX249o61RQjk%2Bf2BxE6qqB30xCYDn8ez01TS0uBKjJBy%2FGDRNsxQwo8%2BV2GK483VGAPg2ERrJWu0oKCe58uB2Shs2FpY7k%2B3G%2F3lhHFzCjVDB5FqxUKx431DdoHjrVsZue7aC4j6OPjQ695hHPaOotwuZzrC4ZWGJQb4Ji%2FnYvUt7MuzqnJRTZ23fI7lsx88XtnmGl47PYXCUy3N62fA26JNpJU1X4x2yALmgWA%3D%3D%7Ctkp%3ABk9SR7bH3K_9Yw
SAPPHIRE PULSE RADEON RX 580 8GB GDDR5 GRAPHIC CARD WORKS BUT MAKES SLIGHT NOISE,https://www.ebay.ca/itm/256532142349?hash=item3bba81d90d:g:9wYAAOSwd3lmXSWE&itmprp=enc%3AAQAJAAAA4NUyKzAx0PwgtNyMoXwA5A1qyymWqHaWnmAw6lb6hGTT1od%2BRQ6hmMFbv%2BJsEKaiXQ9d3yvIZpcyktT4TSN%2BcqKcQYLtbfb3CMm5pWGdII%2Fz2Vx%2BF8VEqyhX6CLUzL7opW1kGNo9nT0ij70sYtum9S3Npot1SY2CvWW6TJF63chqwhIpaLisgEXPNPrmg%2FSfLzjLyDmon0c8gP6ujGpceMg%2Fl8XfpXHm3ZY2Enbevt8zBi9i%2BSWK1tsS4%2BfnVGZADJD%2BI413OYrONafnLWneHftBGV5Qz3pnZNHz5XCBSxRu%7Ctkp%3ABFBMtsfcr_1j
ASUS Radeon RX 570 4GB GDDR5 Graphics Card (ROG-STRIX-RX570-O4G-GAMING),https://www.ebay.ca/itm/305590327858?epid=9026714562&hash=item47269a5a32:g:v9gAAOSw9pRmVff4&itmprp=enc%3AAQAJAAAA4JXa94mmJ5qIHTrQoQk0fUUbz3YashVfgAkakQ850pmYUQAefT1O05K%2FOKHxQaAKCTjO9HT9mrZgmmt4CQMUvONiI0xcHoaw6Yq5REWm2Su0LwCcMsZwTwzCoo3heX9nKZOK2LbRWdAuXrtUH8ZCeMYr1T6GVg2aHzKxXd8s%2B1lyOc1fAVzb4MBhmS3SX7xsawimEEKxW9CdvgPruJsE0pMP%2FUlz7fgVMB%2FkViat683KaAHrjiHs3qpmC3%2F8P3rJxofVQJP8BGmQ%2F%2BfBAQLGi40AZOg9xjtm0CvYV%2FkTxB5q%7Ctkp%3ABFBMtsfcr_1j
New ListingZOTAC GAMING GeForce RTX 3060 Twin Edge OC 12GB GDDR6 Graphics Card,https://www.ebay.ca/itm/145816782494?hash=item21f35b869e:g:~H8AAOSwwlhmYNJE&itmprp=enc%3AAQAJAAAAwCisPztefeMPBq0WTOWBpmAJeTDDcJvR9UlUf5iuxTi4Wglh6Kobw2H3YtEukPNQAWsTe6CK3EdOTOC1SAkV9BHVsChrdjZl5oHBk4cGAIeHINLbJTQ%2FJld%2FQ2rzxrB76Jc4mgOrxDhsr8tM1EnZYuJ303Gtl%2FjIH7G3Rcm92tkWUtog3QafRaA%2FbeE9pulzjqEIukGUzXn1ElrCE7XT1RivKyW%2F5T47soweKyHfnxeNtJ4sCi%2F0y3Ef%2BymAZu7y3w%3D%3D%7Ctkp%3ABk9SR7bH3K_9Yw
New ListingGIGABYTE GeForce GT 1030 2GB DDR4 Graphics Card (GV-N1030D4-2GL),https://www.ebay.ca/itm/166806472012?hash=item26d670c54c:g:o-sAAOSwBKVmYM2c&itmprp=enc%3AAQAJAAAAwGH%2F4WWt1fffbh2rrE0cgXV4jE9veFCZ%2FWJHMm8mbSRCGYlHFxbmakTVBifrbbAhhl3ubMckaW1CRC6VAXc%2BTd4Tu%2BNP579g%2BiSmykql%2F1sYYLEfzyoETedeqBA17x2Bd2%2Ft7xOScb%2FVZm8Q1ZCGjccDpRskUizuV%2B0oN%2FmSbEZJkdo7QpIUhjVcwIiBBmYFJcf0PufGK%2FV%2BtOpe2MhGwvVERlYoPTTm7pj7732LtRKIGzUvLWJ5Kxj0O7kR7A--ZA%3D%3D%7Ctkp%3ABk9SR7bH3K_9Yw
EVGA NVIDIA GeForce GTX 1070 8GB GDDR5 Gaming Graphics Card - ‎08G-P4-6173-KR,https://www.ebay.ca/itm/405001748802?hash=item5e4bfc4142:g:lnoAAOSw3epmBaNW&itmprp=enc%3AAQAJAAAAwAoklouBXhylIyiSCI6EYSfxBxoeNZ39AXiq%2BqltbXzep%2BCnQRuUTBcNsoqpH6SPG%2BaEoJcC3jZJhQqH5LeEQ1wj8yL3Tpv83XOs%2FWuBvZE34P1IsSjO2wNLqCq0TQdTsGVzS4b%2B45fTAJYlkC6tSmIDiUr6CaWbPxfjUxNFGFjMa7xifEUtUnyl4jNN1fs%2BG%2FeSiRLQpPSafcggJKbqG1sAVoAE9f4tvxL6hIwAZCM5X2gic%2Buk5Y08YoqZiwXOuQ%3D%3D%7Ctkp%3ABk9SR7bH3K_9Yw
"XFX Radeon RX 470 8GB GDDR5 Graphics Card GPU | 1yr Warranty, Fast Ship!",https://www.ebay.ca/itm/155901804650?hash=item244c78c06a:g:fbsAAOSwSA5lXOws&itmprp=enc%3AAQAJAAAA4I4MN4FykP8MeZg%2FwrST72V2akzMzXKZ0WraJJY5a25hukSoViZ7ZPbdZ5nr9PrffUFQwWvu2cb24%2FABOx7yCUrs5wM4ScZK%2Ft5CujBCtMMeEwjkuFezuQqp6Zux2V8IrXgCX3x0pcBNDa%2FR2KcF%2Bc3l0Kev1qw7kyrIMUEeBXBWIcK8j9zzzHVZEZvZ0dOJqhYVkSs0DtT2xGm%2FO3tpM6Xt4HCZ0VlQrcGoGV2pCxQtEdgIoRyOAJxz61vb%2FAQ4Ro5c4EZY%2FgZBdQEh4I0ppD2kcW8UaMiMlOfdc3Rn8YEV%7Ctkp%3ABk9SR7bH3K_9Yw
BRAND NEW AMD Radeon RX 580 8GB GDDR5 Video Card Gaming GPU HDMI Graphics Card,https://www.ebay.ca/itm/256454495174?hash=item3bb5e10bc6:g:ijQAAOSwbHxl~Qgk&itmprp=enc%3AAQAJAAAA4E0RwjN8iI8lMmHD0jdcJ6vTgs0X0soWyqa1nxLaG%2FNsII3JolpjLQ4qZe2zhsqM4YgO4vWSnXdTPJwgk%2BxQTE4E7GcDuuZBtHcJNO2IFd2iLvuiyMEzgSaQTFOs2RVxj6xz3SLWjYUt%2BGkywQ7NfBKHWrmIlS8QukJ1kaZSy3XwB9itZ0PUkChooeyUVWGQU9y2MeMT%2F%2BbdjxiSIDApXkpFn8koLVYPyg57EQ%2BtQihRZtmQ5RNf3RlWdh%2BSuSFxy70HTfFQtbTfuzHDK4cvJ8M1zddzVw%2BvOpTXZZANEKuf%7Ctkp%3ABk9SR7jH3K_9Yw
USED MSI NVIDIA GEFORCE GTX 770 4GB GDDR5 GRAPHICS CARD (N770 TF 4GD5/OC),https://www.ebay.ca/itm/156242304893?epid=1849558362&hash=item2460c45f7d:g:OJMAAOSwAaBmX1AH&itmprp=enc%3AAQAJAAAA4NTIDA1AFulkqQ9KzF237waQVdmvULdwJ8AkZMZIqHXpVLpzvzuPwWKglSWyg5c8SQT1gpKuDidDlqAVc%2Bm6mEPr3qd32Yk%2BbbbaRHl97h2LE3izzO2X4zhaDS0la8GmIeGZ2hsK7ukFCK%2FHRtOxM0UzUwk30OngA1WR4AKoyoWqJEMauFBJXp0agiY4jdY2BG%2B%2FWX7HuQps%2BX1TKgFAdQu2at%2FyTFnm4ttMU3zQkru8FBy97nP2P8CB5EVX42dRI90gc27tu0fN3rmd%2Bw1FpL7hXhkIWLpcgoxUEOyGWwfO%7Ctkp%3ABk9SR7jH3K_9Yw
New ListingAMD RX 6400 4GB OEM HP Graphics Card GPU Single slot,https://www.ebay.ca/itm/186478722292?hash=item2b6aff7cf4:g:no0AAOSwDIJmYPrX&itmprp=enc%3AAQAJAAAA4KYpeY%2BuYal5DYq6V3q4x94%2FBa%2FbvS00wN779q3qsqx1gZvVX2%2BfsTiOTgtEko9aKcU%2BO4w1eoBwjFDeKr7%2FcgZpfC0EmOsQBef5y9AD8pYLEzqulFudKFoHXSjuU%2Fh2SCMur1MdEB8UucQqA%2FesTGJSUk35Qbgerex0tzAzgygoAn538t3hoi3ScW4khrc46GzBlm%2B5jEkcHmM1CQumyhj7di%2BawQGz%2FCXOUoRdCJCf0%2BJGIlRP6W1nqz%2Bg5qSihBHJq9wUX0rxePt2gwu0TyTIm7Dnxg6yz0EmIPyM1ueb%7Ctkp%3ABk9SR7jH3K_9Yw
EVGA GeForce GTX 670 P/N: 04G-P4-2673-KR 4gb GDDR5 Graphics Card,https://www.ebay.ca/itm/225861445060?hash=item34966425c4:g:6HgAAOSwoA1lSqNX&itmprp=enc%3AAQAJAAAA4CGEv4xuibjE2YQ3HiPfoMq4tHliwcOeOI9%2FPR%2BiY8yQ8kfDYvugmnh4ADIqHhcCIPQnfV6aqW8jogQKgCYFSIU0La8qbSZiPKHOuhGO34uQv%2FzTXOjmynZdWrHnHJlcE80kZ4cEQPTfHg1nQciFQJxD6bOT0d0N5vPd8mPdH8Gw2JfLcXqRor1EC5YTC2Vf6Z9Kb4lSY1jYedIiCDxj6YDaqUWyCYjexYjzPZrbIpjKI2Tv%2BjPDMxzdbhPVYsG3TwLgBx7zJ1tJ6JEB187vkDI0rcLw9ZJOPxZ7lg%2F5O%2Bhh%7Ctkp%3ABk9SR7jH3K_9Yw
"10 lb Bulk Gaming Graphics Cards - RX 580, GTX 970, Quadro P1000, GTX 1060",https://www.ebay.ca/itm/186372019482?hash=item2b64a3551a:g:E0wAAOSwKglmCwWh&itmprp=enc%3AAQAJAAAA4GrHItDzvkvKv8ZjSTM9SQUc32TY0GQIWZoUxt4MJA22mHEISr0IgfX8oHpfRoQyd1LcZoXGaoggBMca7kjrVtYa602RJEKOgo48Fp4tLefeCdahIzFQ58iPOiUEWOqGeMqEqiD99bwVisJSx2VzSVU2x5RSd%2BEqaEp2IiTfmKauB2LgrzBJK%2BlzkvAiicZ09oPKCHWV%2BNtr4DckGC7oP3HrW8eURb87HYaZkfZSvDmfg35oJTiGqBRJFIHBctiyJflwK4Yu78FUGuuI5%2BmX%2FXkeceLLSetwzTSIc0ehzMe4%7Ctkp%3ABk9SR7jH3K_9Yw
HP AMD Radeon R7 430 2GB GDDR5 Graphics Card - DisplayPort,https://www.ebay.ca/itm/185973566684?hash=item2b4ce36cdc:g:WlgAAOSwrFdkpdsY&itmprp=enc%3AAQAJAAAAwKCrLEeO%2BTB1lPNJfRKxrN5ceZyqUnDqWTnd1ZlISnHoGVIH9a2FJ485WATLojqXRIj%2FmDfN2F3gtX3wmBRYLm1B%2Ff%2BDDMP8RAkJwtbkxLnN7pagEXAJjl2%2FdZXrgC%2BMFSm8haT5rPZiTYUnAp%2Fs2Axntzy0vJS%2BKASkWR73HxknRu89j7w%2BHDrTE3G8ryH9miS8ALNtmlSxg6Qv0fUHUzVZUNB8eQrpBqwHwN8MJInEvTDQKr7F5Rm4pj40K3W6Pg%3D%3D%7Ctkp%3ABk9SR7jH3K_9Yw
New ListingASUS NVIDIA GeForce GTX 1060 6GB GDDR5 Graphics Card (GTX10606GB),https://www.ebay.ca/itm/387061002650?hash=item5a1ea2319a:g:EuoAAOSwR~JmYNld&itmprp=enc%3AAQAJAAAA4DWFSo0xnEvsqIBglZWeV5XnK0DOAkKTcuLPTjVtC9P5c1SVlQXTr7yp7woni055%2Bly3Uh7kHZqCMYKB6gKDNTM4tugNvGf7CeBXKpnQ7f8jridXXmYZVPFKUNg%2FTce%2FxnWNA3waqSMl4HyXz6nFkLbjzmYpUrvlEa7mMvhzQVFICdwQMMDeph9NcegeIygsAE1Xi9%2FXFtIGTOelrbBFERDAXV7WjYqHQNlQ%2FXdNdBfE6HLGj%2FVzZZpPSSZYGhMC7wH2FPpaEtaDfD7Xpdd10GGaT70QL8P8f7PmbrFxGyoB%7Ctkp%3ABk9SR7jH3K_9Yw
New ListingASUS GeForce GTX 1650 TUF OC GDDR6 Gaming Graphics Card 4GB,https://www.ebay.ca/itm/176411075556?hash=item2912eb63e4:g:xDMAAOSwnghmYPGh&itmprp=enc%3AAQAJAAAA4F8xGCiPkmV2sig6RYwU%2F0PyMMu4xh3vaXephUDKvflmQMDvG1%2BHAWGpB7PeIJ2EhEUlF6T9llcWUx8r5qbcF56Ej6ep%2B3LG67X3jUQVlGvM3J%2BkIqY54Y3ZHnmvf4UY054Jh4qeKRK01o2XfwdkMXVLLWMMm%2BkJ%2B9ceZY2tR5AF8jJmhPN9eVUNKRtG8Npo4bUrFaZSFUCl6xkhhGTAzd9yeEAGssHDys3pCPTf%2BK1VC5rahVAINId%2FVZNCCa6JuJbuwpmkXVHSzYx3XLij3MbnLjBmG1m4v7QDUg2MYIer%7Ctkp%3ABk9SR7jH3K_9Yw
New ListingGEFORCE GTX Titan Black Pn06g-p4-2790kr Graphics Card,https://www.ebay.ca/itm/135091682419?hash=item1f74177c73:g:jPQAAOSwJppmYKyu&itmprp=enc%3AAQAJAAAA4HCMKJS0lHg%2BkWfyjEiqD95bAA7u3xeVGweUeo%2BNSI10iRFI%2BuvG4omju1AAfba00Q6Ecr4kcYy2pCkr%2B1ilonu6%2Frpk1qB6acZv6wXNn4fWAHAhWIUy0IjbpEUF%2BBXhcL9BEM7fgAW3ScK9G%2F4qRCvtOTXBC%2BK%2Bf6BuzKwbLnj9t86xrVlIdhnm9crrkMM56Q%2B08B1oBXTVea2Q1wTBp4bgo1H5OJ2qZn5jzMq7aOxU7sU%2FrNfIN9nwe75BGGXIVU--0LuQQa0588zB9dPsnCsZj55dJ7IUnklLb4uzuDFf%7Ctkp%3ABk9SR7jH3K_9Yw
nvidia graphics card 8gb,https://www.ebay.ca/itm/125139126246?hash=item1d22df87e6:g:~RcAAOSw2DNh952V&itmprp=enc%3AAQAJAAAA4M9tQgE4a4Zqjo7o4pD00xAEYXrt8UrbV%2FmZlJuaMDpMOqOATZLk6QWwGFaVxcaLx7njhtU6u8G28%2FLEGYp41AgGpC%2F87l4WRbzrZcUvw%2F5fflTVMKF%2FC9d5K1nF9Cg3VKhjAi8JcPKa9RiW8zcO909CG2lleoa1nPsPLeOcLKHSWcPX0BERQUgN8K7jJcJ1PU5xfX8F508P%2BLVajOF3JGg5Zklv9kSQkA7F1HzBLg015eaLJU7R0XC%2FVikQxosMhyOrw1T9vJiCL6d7hH%2B290%2BWpAjEoz%2FpYTbMX5b9fddE%7Ctkp%3ABk9SR7jH3K_9Yw
New ListingASUS Tuf GeForce RTX 3080 10GB OC  Graphics Card,https://www.ebay.ca/itm/276495171789?hash=item40606580cd:g:wncAAOSwRSlmVpn7&itmprp=enc%3AAQAJAAAA4HgrFqwima%2Fyqb%2BalyQhyQmnz%2FcK6LEnlSpDveqGetWeW3BgT%2BWU%2FNIem4zDccF973SXGFk88YgKxbeToYCSoCxCGIDJchGOFbgHusD8Na9oA0kP8QxXoVqFx4h7U6zWI6LtWbJXJ3tm5XVFJZoVPoj7aodud5BH3QxtEr87qEJlV%2BtWN4eM6nMP9fiSvQ01TwwUC5PoCC5SyKXgwcMMdH7WIk%2BJK3Ycmigtrm6ZeAtctjbhtAy99eIFnN5z%2BlUN%2BlM%2FCnsHaj0hILPNQIP5Qgv3cVqCk7Y%2F99gJSxN9uNR6%7Ctkp%3ABk9SR7jH3K_9Yw
New ListingUsed EVGA GeForce RTX 3060 XC GAMING 12GB GDDR6 Graphics Card (12G-P5-3657-KR),https://www.ebay.ca/itm/135092022382?hash=item1f741cac6e:g:hJ0AAOSw5fxmYMcc&itmprp=enc%3AAQAJAAAAwCa8FmWbdcy%2B0K03d%2BjdS8XNPsxVHfyXm4f1TdYdPel4M49Zvhe4pzUn2MxB3RT49XJ5HO19hOJ9DSAYmcDjYjOIpkW4Epu%2FjkTLZCVYUQCqe%2FAC182hVMoG50K1G%2FFyavdpzMaDk0kaDbDMFYFSKK2yEI7vWc7lXodvyz%2B3%2BDEZuhi5%2FDAjHC5o8JsEULXGE2U76FXcgU%2Ba%2FkEMIBi2PT%2BtkNRj6rFOs8Y5NvcGYY247ZgqSIBwLVs0bCCefkLZcw%3D%3D%7Ctkp%3ABk9SR7jH3K_9Yw
New ListingXFX Thicc III Ultra AMD Radeon RX 5700 XT 8GB GDDR6 Graphics Card - RX57XT8TBD8,https://www.ebay.ca/itm/145816707019?hash=item21f35a5fcb:g:R8kAAOSw1ztmYMCs&itmprp=enc%3AAQAJAAAA4Gslw5J378yS%2Fi2RIypsaRQy21zF2PsDpAhAoVHvNpyE8EsMpxbPBUNVHPIIY2UqDAIpA4%2FrPQSR7SYxWzPWTqYDffbBLaOC7Ac%2BA1RBNHgrKu5MUG9LmCX58waMLWPv8srNscszKPbEK3FVQYGH902yq92X4mgKeMveQLyCW1CXNbsj0jMSqWZ7TBT%2BDJoLN37OMai4KVTKBIlUKXEXbVmaQ%2FR%2FN3cMf0SBEogK7lFZpszivfJ3SRIgI%2Fc8D3WS22q27y7JEmRpi%2Bu5MhLx7gyQme2WaFuTpl7sB6ZOU2do%7Ctkp%3ABk9SR7jH3K_9Yw
New ListingAMD Radeon Pro WX 3100 4GB GDDR5 Graphics Card Mini DisplayPort -DP,https://www.ebay.ca/itm/395451345568?hash=item5c12bcaaa0:g:YroAAOSwwpRmYPj6&itmprp=enc%3AAQAJAAAA4J%2FfPqLRcdoJaSLsJPICpWKRoFLaHjeGZmNCzcsSSMUsNRI2pwMiHLN0GqBE8AwE0HCp0KkLJ6cNMnU3g2B1VBzKdFNJQojCgrGHp3yDskOjsbtI4Q%2Ba1sgB41O3NIS6GUqIrCKnmtpeTqqh9THf%2FhJ3WoZX%2FHBfQ1zXbImajtBxB96idi188gR4%2FmptHREx9kk9a0fWyMG4TQ3fld32%2FEzRBlXF3XkcHzVDdXIgf6aInADPbgtzmFDDIH%2FcLKD%2FDbSML7rGQh2sYVOOjVQF3IkI%2BtUl0Cd6XNa%2FUJFq2Wxy%7Ctkp%3ABk9SR7jH3K_9Yw
ZOTAC NVIDIA GeForce GTX 1060 3GB GDDR5 Graphics Card  Tested,https://www.ebay.ca/itm/126488698413?epid=15045993340&hash=item1d73505e2d:g:eBIAAOSwOjZmSOZK&itmprp=enc%3AAQAJAAAA4O0uRLFC8YKNrtSWDejKKYvmZ04i3%2BRApOmu63iZoDpC4SRAYctgZqkb7zS6s5kP2tqn3ogMyS2Urm0W7H9%2FhBW2uboC3eqpDaBcDyLcwAw1DHUygk3hvunusLMgo36HnDPFu8FlMJF%2BR%2BpVAFFNLxrrqdht7RjD5AAG3w7wnuQzFI--aa7KNTc0cejlM8KYdGmc%2Buwqy5JOzhDRBBAkkHnor5N6sV%2B1YddrehbVb2SGrO7R0wjeQRgixrp3R%2FXGOVxmbOoLqQhRvWtPLO%2B%2BdHDIeWjpehd2nfZHEPaMfHvp%7Ctkp%3ABk9SR7jH3K_9Yw
New ListingAMD Radeon RX 6700 XT 6700XT GAMING X 12G Video Graphics Card GPU 12GB GDDR6,https://www.ebay.ca/itm/355769929644?hash=item52d58a4fac:g:yaEAAOSweTpmYMYp&itmprp=enc%3AAQAJAAAAwFiZ%2F63rmVZ8KwAszueHufHR10wieMmiPLth%2BmNoiuABqxRkQTNzINF1ZrWqEVTkGxxY8Hro2RjSe9y%2BkFT%2Fh1aTIgtIlMsdY67QliVbn%2BmteMA86aSa68fFY8q7V%2B%2BHTTCcOWAg762of4DWW7jyyxobu2FtjD8Sr7Vi%2FZmO2fVMauDicjCGFJcVa5mVhkeqt0rAYAOvj7JLIIIhYSyUH4t6qKJrrSaYZO0YZUXmLIyYkjHh67xpzZVMtqRs5mmvOA%3D%3D%7Ctkp%3ABk9SR7jH3K_9Yw
New ListingASUS GeForce GTX 1650 Super 4GB GDDR6 Graphics Card PH-GTX1650S-O4G,https://www.ebay.ca/itm/355769635752?hash=item52d585d3a8:g:OyUAAOSwFVFmYNwD&itmprp=enc%3AAQAJAAAA4ANrILoK6ip%2F80hoHeipt%2F1zvIEJPIMutId8FX7NDGlU5Rm0MIvLGsGStQUO4VKF0aukQkvtXidShySOUpLbT%2BRJWdHKYNW2C3Q30JEBkD2F51dnjNHUfK16Yoer5emEPXt45mRGT53zJCHYRbbx7AvUZ%2BtG5hS0ghDRvO4bLMOMC3rj1dL4MDcvkDxuBRWKYNmLjyNrXluq7yVZdFfd%2FT4ZoiANLSLPSYlq%2Fw3LTqKLznTD7AfPKbRnkVEqNt4GfLZOcaFWJ2D92WvK%2BnyAsf9nQkLnhcMeX0AY429suBuk%7Ctkp%3ABk9SR7jH3K_9Yw
"Gigabyte GeForce 1650 4GB GDDR5 Graphics Card - HDMI, DisplayPort",https://www.ebay.ca/itm/186396423281?hash=item2b6617b471:g:QhIAAOSwrtRmHuLZ&itmprp=enc%3AAQAJAAAAwE0F1lt%2B9PgdfggxilkuNq%2BosasEwkLZd6qqUPGPJbtazhhBuYCZ4xK8ZNju1TEt5kqEPkW35V4U6L5NvuPK3dJat73F68Fu%2BapuqMoKKJK1xu4nVocp2zl0Ip0My96OyLUyZEl4JGDWM6uW8yRY6fbUQwBxNgkYh5WlAcu6S7W%2Fj6xEAyHl%2BPM2ydYH5Fj5JEvhaTjWchP2um%2BqXpHPY4czM%2B1dT1On%2FdxmEI7iTvHtUwbGI5T%2FKgdBkDF0I06vKA%3D%3D%7Ctkp%3ABk9SR7rH3K_9Yw
